Date,Dish_Name,Quantity_Sold
6/2/2025,Old-jar pickled mustard greens flavor - Qian fish,3
6/2/2025,Garlic flavor - Jiangtuan,8
6/2/2025,Garlic flavor - Sea bass,10
6/2/2025,Garlic flavor - Qian fish,35
6/2/2025,Pickled mustard greens flavor - Jiangtuan,2
6/2/2025,Pickled mustard greens flavor - Sea bass,4
6/2/2025,Pickled mustard greens flavor - Qian fish,19
6/2/2025,Green pepper flavor - Jiangtuan,7
6/2/2025,Green pepper flavor - Sea bass,9
6/2/2025,Green pepper flavor - Qian fish,24
6/2/2025,Mala flavor - Jiangtuan,18
6/2/2025,Mala flavor - Sea bass,20
6/2/2025,Mala flavor - Qian fish,36
6/3/2025,Chicken knee cartilage,27
6/3/2025,Grilled lamb skewers,47
6/3/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/3/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/3/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/3/2025,Garlic flavor - Jiangtuan,4
6/3/2025,Garlic flavor - Sea bass,5
6/3/2025,Garlic flavor - Qian fish,19
6/3/2025,Pickled mustard greens flavor - Jiangtuan,1
6/3/2025,Pickled mustard greens flavor - Sea bass,2
6/3/2025,Pickled mustard greens flavor - Qian fish,10
6/3/2025,Green pepper flavor - Jiangtuan,4
6/3/2025,Green pepper flavor - Sea bass,5
6/3/2025,Green pepper flavor - Qian fish,15
6/3/2025,Mala flavor - Jiangtuan,16
6/3/2025,Mala flavor - Sea bass,17
6/3/2025,Mala flavor - Qian fish,31
6/4/2025,Chicken knee cartilage,29
6/4/2025,Grilled lamb skewers,47
6/4/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/4/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/4/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/4/2025,Garlic flavor - Jiangtuan,3
6/4/2025,Garlic flavor - Sea bass,3
6/4/2025,Garlic flavor - Qian fish,12
6/4/2025,Pickled mustard greens flavor - Jiangtuan,1
6/4/2025,Pickled mustard greens flavor - Sea bass,1
6/4/2025,Pickled mustard greens flavor - Qian fish,12
6/4/2025,Green pepper flavor - Jiangtuan,4
6/4/2025,Green pepper flavor - Sea bass,4
6/4/2025,Green pepper flavor - Qian fish,17
6/4/2025,Mala flavor - Jiangtuan,12
6/4/2025,Mala flavor - Sea bass,13
6/4/2025,Mala flavor - Qian fish,39
6/5/2025,Chicken knee cartilage,34
6/5/2025,Grilled lamb skewers,26
6/5/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/5/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/5/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/5/2025,Garlic flavor - Jiangtuan,3
6/5/2025,Garlic flavor - Sea bass,3
6/5/2025,Garlic flavor - Qian fish,13
6/5/2025,Pickled mustard greens flavor - Jiangtuan,1
6/5/2025,Pickled mustard greens flavor - Sea bass,2
6/5/2025,Pickled mustard greens flavor - Qian fish,11
6/5/2025,Green pepper flavor - Jiangtuan,5
6/5/2025,Green pepper flavor - Sea bass,6
6/5/2025,Green pepper flavor - Qian fish,16
6/5/2025,Mala flavor - Jiangtuan,16
6/5/2025,Mala flavor - Sea bass,16
6/5/2025,Mala flavor - Qian fish,35
6/6/2025,Chicken knee cartilage,65
6/6/2025,Grilled lamb skewers,63
6/6/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
6/6/2025,Old-jar pickled mustard greens flavor - Sea bass,3
6/6/2025,Old-jar pickled mustard greens flavor - Qian fish,3
6/6/2025,Garlic flavor - Jiangtuan,5
6/6/2025,Garlic flavor - Sea bass,7
6/6/2025,Garlic flavor - Qian fish,24
6/6/2025,Pickled mustard greens flavor - Jiangtuan,2
6/6/2025,Pickled mustard greens flavor - Sea bass,4
6/6/2025,Pickled mustard greens flavor - Qian fish,14
6/6/2025,Green pepper flavor - Jiangtuan,8
6/6/2025,Green pepper flavor - Sea bass,10
6/6/2025,Green pepper flavor - Qian fish,22
6/6/2025,Mala flavor - Jiangtuan,24
6/6/2025,Mala flavor - Sea bass,26
6/6/2025,Mala flavor - Qian fish,53
6/7/2025,Chicken knee cartilage,84
6/7/2025,Grilled lamb skewers,74
6/7/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
6/7/2025,Old-jar pickled mustard greens flavor - Sea bass,4
6/7/2025,Old-jar pickled mustard greens flavor - Qian fish,4
6/7/2025,Garlic flavor - Jiangtuan,9
6/7/2025,Garlic flavor - Sea bass,10
6/7/2025,Garlic flavor - Qian fish,41
6/7/2025,Pickled mustard greens flavor - Jiangtuan,2
6/7/2025,Pickled mustard greens flavor - Sea bass,4
6/7/2025,Pickled mustard greens flavor - Qian fish,18
6/7/2025,Green pepper flavor - Jiangtuan,7
6/7/2025,Green pepper flavor - Sea bass,8
6/7/2025,Green pepper flavor - Qian fish,23
6/7/2025,Mala flavor - Jiangtuan,22
6/7/2025,Mala flavor - Sea bass,23
6/7/2025,Mala flavor - Qian fish,38
6/8/2025,Chicken knee cartilage,52
6/8/2025,Grilled lamb skewers,39
6/8/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/8/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/8/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/8/2025,Garlic flavor - Jiangtuan,9
6/8/2025,Garlic flavor - Sea bass,9
6/8/2025,Garlic flavor - Qian fish,33
6/8/2025,Pickled mustard greens flavor - Jiangtuan,2
6/8/2025,Pickled mustard greens flavor - Sea bass,2
6/8/2025,Pickled mustard greens flavor - Qian fish,17
6/8/2025,Green pepper flavor - Jiangtuan,10
6/8/2025,Green pepper flavor - Sea bass,9
6/8/2025,Green pepper flavor - Qian fish,25
6/8/2025,Mala flavor - Jiangtuan,17
6/8/2025,Mala flavor - Sea bass,17
6/8/2025,Mala flavor - Qian fish,33
6/9/2025,Chicken knee cartilage,44
6/9/2025,Grilled lamb skewers,38
6/9/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/9/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/9/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/9/2025,Garlic flavor - Jiangtuan,3
6/9/2025,Garlic flavor - Sea bass,5
6/9/2025,Garlic flavor - Qian fish,14
6/9/2025,Pickled mustard greens flavor - Jiangtuan,1
6/9/2025,Pickled mustard greens flavor - Sea bass,2
6/9/2025,Pickled mustard greens flavor - Qian fish,11
6/9/2025,Green pepper flavor - Jiangtuan,6
6/9/2025,Green pepper flavor - Sea bass,7
6/9/2025,Green pepper flavor - Qian fish,17
6/9/2025,Mala flavor - Jiangtuan,16
6/9/2025,Mala flavor - Sea bass,17
6/9/2025,Mala flavor - Qian fish,35
6/10/2025,Chicken knee cartilage,38
6/10/2025,Grilled lamb skewers,41
6/10/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/10/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/10/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/10/2025,Garlic flavor - Jiangtuan,2
6/10/2025,Garlic flavor - Sea bass,3
6/10/2025,Garlic flavor - Qian fish,14
6/10/2025,Pickled mustard greens flavor - Jiangtuan,1
6/10/2025,Pickled mustard greens flavor - Sea bass,2
6/10/2025,Pickled mustard greens flavor - Qian fish,13
6/10/2025,Green pepper flavor - Jiangtuan,4
6/10/2025,Green pepper flavor - Sea bass,5
6/10/2025,Green pepper flavor - Qian fish,19
6/10/2025,Mala flavor - Jiangtuan,21
6/10/2025,Mala flavor - Sea bass,22
6/10/2025,Mala flavor - Qian fish,53
6/11/2025,Chicken knee cartilage,45
6/11/2025,Grilled lamb skewers,91
6/11/2025,Garlic flavor - Jiangtuan,2
6/11/2025,Garlic flavor - Sea bass,4
6/11/2025,Garlic flavor - Qian fish,27
6/11/2025,Pickled mustard greens flavor - Jiangtuan,2
6/11/2025,Pickled mustard greens flavor - Sea bass,4
6/11/2025,Pickled mustard greens flavor - Qian fish,16
6/11/2025,Green pepper flavor - Jiangtuan,4
6/11/2025,Green pepper flavor - Sea bass,6
6/11/2025,Green pepper flavor - Qian fish,18
6/11/2025,Mala flavor - Jiangtuan,19
6/11/2025,Mala flavor - Sea bass,21
6/11/2025,Mala flavor - Qian fish,52
6/12/2025,Chicken knee cartilage,49
6/12/2025,Grilled lamb skewers,66
6/12/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
6/12/2025,Old-jar pickled mustard greens flavor - Sea bass,3
6/12/2025,Old-jar pickled mustard greens flavor - Qian fish,3
6/12/2025,Garlic flavor - Jiangtuan,6
6/12/2025,Garlic flavor - Sea bass,7
6/12/2025,Garlic flavor - Qian fish,24
6/12/2025,Pickled mustard greens flavor - Jiangtuan,1
6/12/2025,Pickled mustard greens flavor - Sea bass,3
6/12/2025,Pickled mustard greens flavor - Qian fish,17
6/12/2025,Green pepper flavor - Jiangtuan,4
6/12/2025,Green pepper flavor - Sea bass,6
6/12/2025,Green pepper flavor - Qian fish,19
6/12/2025,Mala flavor - Jiangtuan,15
6/12/2025,Mala flavor - Sea bass,17
6/12/2025,Mala flavor - Qian fish,46
6/13/2025,Chicken knee cartilage,53
6/13/2025,Grilled lamb skewers,79
6/13/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
6/13/2025,Old-jar pickled mustard greens flavor - Sea bass,3
6/13/2025,Old-jar pickled mustard greens flavor - Qian fish,3
6/13/2025,Garlic flavor - Jiangtuan,7
6/13/2025,Garlic flavor - Sea bass,8
6/13/2025,Garlic flavor - Qian fish,22
6/13/2025,Pickled mustard greens flavor - Jiangtuan,3
6/13/2025,Pickled mustard greens flavor - Sea bass,4
6/13/2025,Pickled mustard greens flavor - Qian fish,19
6/13/2025,Green pepper flavor - Jiangtuan,5
6/13/2025,Green pepper flavor - Sea bass,7
6/13/2025,Green pepper flavor - Qian fish,24
6/13/2025,Mala flavor - Jiangtuan,26
6/13/2025,Mala flavor - Sea bass,27
6/13/2025,Mala flavor - Qian fish,70
6/14/2025,Chicken knee cartilage,68
6/14/2025,Grilled lamb skewers,96
6/14/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/14/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/14/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/14/2025,Garlic flavor - Jiangtuan,9
6/14/2025,Garlic flavor - Sea bass,10
6/14/2025,Garlic flavor - Qian fish,40
6/14/2025,Pickled mustard greens flavor - Jiangtuan,1
6/14/2025,Pickled mustard greens flavor - Sea bass,3
6/14/2025,Pickled mustard greens flavor - Qian fish,18
6/14/2025,Green pepper flavor - Jiangtuan,8
6/14/2025,Green pepper flavor - Sea bass,9
6/14/2025,Green pepper flavor - Qian fish,24
6/14/2025,Mala flavor - Jiangtuan,23
6/14/2025,Mala flavor - Sea bass,24
6/14/2025,Mala flavor - Qian fish,39
6/15/2025,Chicken knee cartilage,81
6/15/2025,Grilled lamb skewers,95
6/15/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
6/15/2025,Old-jar pickled mustard greens flavor - Sea bass,3
6/15/2025,Old-jar pickled mustard greens flavor - Qian fish,3
6/15/2025,Garlic flavor - Jiangtuan,11
6/15/2025,Garlic flavor - Sea bass,13
6/15/2025,Garlic flavor - Qian fish,49
6/15/2025,Pickled mustard greens flavor - Jiangtuan,3
6/15/2025,Pickled mustard greens flavor - Sea bass,5
6/15/2025,Pickled mustard greens flavor - Qian fish,21
6/15/2025,Green pepper flavor - Jiangtuan,8
6/15/2025,Green pepper flavor - Sea bass,10
6/15/2025,Green pepper flavor - Qian fish,26
6/15/2025,Mala flavor - Jiangtuan,32
6/15/2025,Mala flavor - Sea bass,34
6/15/2025,Mala flavor - Qian fish,50
6/16/2025,Chicken knee cartilage,27
6/16/2025,Grilled lamb skewers,40
6/16/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/16/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/16/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/16/2025,Garlic flavor - Jiangtuan,3
6/16/2025,Garlic flavor - Sea bass,4
6/16/2025,Garlic flavor - Qian fish,17
6/16/2025,Pickled mustard greens flavor - Jiangtuan,2
6/16/2025,Pickled mustard greens flavor - Sea bass,3
6/16/2025,Pickled mustard greens flavor - Qian fish,14
6/16/2025,Green pepper flavor - Jiangtuan,7
6/16/2025,Green pepper flavor - Sea bass,8
6/16/2025,Green pepper flavor - Qian fish,21
6/16/2025,Mala flavor - Jiangtuan,18
6/16/2025,Mala flavor - Sea bass,19
6/16/2025,Mala flavor - Qian fish,35
6/17/2025,Chicken knee cartilage,42
6/17/2025,Grilled lamb skewers,59
6/17/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/17/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/17/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/17/2025,Garlic flavor - Jiangtuan,5
6/17/2025,Garlic flavor - Sea bass,6
6/17/2025,Garlic flavor - Qian fish,18
6/17/2025,Pickled mustard greens flavor - Jiangtuan,2
6/17/2025,Pickled mustard greens flavor - Sea bass,3
6/17/2025,Pickled mustard greens flavor - Qian fish,15
6/17/2025,Green pepper flavor - Jiangtuan,6
6/17/2025,Green pepper flavor - Sea bass,8
6/17/2025,Green pepper flavor - Qian fish,20
6/17/2025,Mala flavor - Jiangtuan,20
6/17/2025,Mala flavor - Sea bass,21
6/17/2025,Mala flavor - Qian fish,44
6/18/2025,Chicken knee cartilage,49
6/18/2025,Grilled lamb skewers,41
6/18/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/18/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/18/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/18/2025,Garlic flavor - Jiangtuan,4
6/18/2025,Garlic flavor - Sea bass,5
6/18/2025,Garlic flavor - Qian fish,21
6/18/2025,Pickled mustard greens flavor - Jiangtuan,1
6/18/2025,Pickled mustard greens flavor - Sea bass,2
6/18/2025,Pickled mustard greens flavor - Qian fish,14
6/18/2025,Green pepper flavor - Jiangtuan,4
6/18/2025,Green pepper flavor - Sea bass,5
6/18/2025,Green pepper flavor - Qian fish,20
6/18/2025,Mala flavor - Jiangtuan,22
6/18/2025,Mala flavor - Sea bass,23
6/18/2025,Mala flavor - Qian fish,67
6/19/2025,Chicken knee cartilage,74
6/19/2025,Grilled lamb skewers,23
6/19/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/19/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/19/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/19/2025,Garlic flavor - Jiangtuan,6
6/19/2025,Garlic flavor - Sea bass,7
6/19/2025,Garlic flavor - Qian fish,21
6/19/2025,Pickled mustard greens flavor - Jiangtuan,1
6/19/2025,Pickled mustard greens flavor - Sea bass,2
6/19/2025,Pickled mustard greens flavor - Qian fish,15
6/19/2025,Green pepper flavor - Jiangtuan,5
6/19/2025,Green pepper flavor - Sea bass,5
6/19/2025,Green pepper flavor - Qian fish,19
6/19/2025,Mala flavor - Jiangtuan,23
6/19/2025,Mala flavor - Sea bass,24
6/19/2025,Mala flavor - Qian fish,56
6/20/2025,Chicken knee cartilage,53
6/20/2025,Grilled lamb skewers,81
6/20/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/20/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/20/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/20/2025,Garlic flavor - Jiangtuan,6
6/20/2025,Garlic flavor - Sea bass,8
6/20/2025,Garlic flavor - Qian fish,30
6/20/2025,Pickled mustard greens flavor - Jiangtuan,2
6/20/2025,Pickled mustard greens flavor - Sea bass,3
6/20/2025,Pickled mustard greens flavor - Qian fish,18
6/20/2025,Green pepper flavor - Jiangtuan,7
6/20/2025,Green pepper flavor - Sea bass,9
6/20/2025,Green pepper flavor - Qian fish,29
6/20/2025,Mala flavor - Jiangtuan,23
6/20/2025,Mala flavor - Sea bass,24
6/20/2025,Mala flavor - Qian fish,60
6/21/2025,Chicken knee cartilage,65
6/21/2025,Grilled lamb skewers,95
6/21/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/21/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/21/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/21/2025,Garlic flavor - Jiangtuan,10
6/21/2025,Garlic flavor - Sea bass,12
6/21/2025,Garlic flavor - Qian fish,45
6/21/2025,Pickled mustard greens flavor - Jiangtuan,1
6/21/2025,Pickled mustard greens flavor - Sea bass,3
6/21/2025,Pickled mustard greens flavor - Qian fish,19
6/21/2025,Green pepper flavor - Jiangtuan,10
6/21/2025,Green pepper flavor - Sea bass,12
6/21/2025,Green pepper flavor - Qian fish,28
6/21/2025,Mala flavor - Jiangtuan,29
6/21/2025,Mala flavor - Sea bass,32
6/21/2025,Mala flavor - Qian fish,47
6/22/2025,Chicken knee cartilage,34
6/22/2025,Grilled lamb skewers,89
6/22/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
6/22/2025,Old-jar pickled mustard greens flavor - Sea bass,4
6/22/2025,Old-jar pickled mustard greens flavor - Qian fish,4
6/22/2025,Garlic flavor - Jiangtuan,7
6/22/2025,Garlic flavor - Sea bass,9
6/22/2025,Garlic flavor - Qian fish,48
6/22/2025,Pickled mustard greens flavor - Jiangtuan,2
6/22/2025,Pickled mustard greens flavor - Sea bass,4
6/22/2025,Pickled mustard greens flavor - Qian fish,23
6/22/2025,Green pepper flavor - Jiangtuan,9
6/22/2025,Green pepper flavor - Sea bass,11
6/22/2025,Green pepper flavor - Qian fish,30
6/22/2025,Mala flavor - Jiangtuan,28
6/22/2025,Mala flavor - Sea bass,30
6/22/2025,Mala flavor - Qian fish,49
6/23/2025,Chicken knee cartilage,44
6/23/2025,Grilled lamb skewers,57
6/23/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/23/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/23/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/23/2025,Garlic flavor - Jiangtuan,4
6/23/2025,Garlic flavor - Sea bass,5
6/23/2025,Garlic flavor - Qian fish,19
6/23/2025,Pickled mustard greens flavor - Jiangtuan,1
6/23/2025,Pickled mustard greens flavor - Sea bass,3
6/23/2025,Pickled mustard greens flavor - Qian fish,12
6/23/2025,Green pepper flavor - Jiangtuan,5
6/23/2025,Green pepper flavor - Sea bass,6
6/23/2025,Green pepper flavor - Qian fish,19
6/23/2025,Mala flavor - Jiangtuan,12
6/23/2025,Mala flavor - Sea bass,13
6/23/2025,Mala flavor - Qian fish,43
6/24/2025,Chicken knee cartilage,53
6/24/2025,Grilled lamb skewers,78
6/24/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/24/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/24/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/24/2025,Garlic flavor - Jiangtuan,2
6/24/2025,Garlic flavor - Sea bass,4
6/24/2025,Garlic flavor - Qian fish,30
6/24/2025,Pickled mustard greens flavor - Jiangtuan,2
6/24/2025,Pickled mustard greens flavor - Sea bass,4
6/24/2025,Pickled mustard greens flavor - Qian fish,14
6/24/2025,Green pepper flavor - Jiangtuan,5
6/24/2025,Green pepper flavor - Sea bass,8
6/24/2025,Green pepper flavor - Qian fish,17
6/24/2025,Mala flavor - Jiangtuan,27
6/24/2025,Mala flavor - Sea bass,30
6/24/2025,Mala flavor - Qian fish,39
6/25/2025,Chicken knee cartilage,33
6/25/2025,Grilled lamb skewers,36
6/25/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/25/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/25/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/25/2025,Garlic flavor - Jiangtuan,7
6/25/2025,Garlic flavor - Sea bass,7
6/25/2025,Garlic flavor - Qian fish,11
6/25/2025,Pickled mustard greens flavor - Jiangtuan,1
6/25/2025,Pickled mustard greens flavor - Sea bass,1
6/25/2025,Pickled mustard greens flavor - Qian fish,3
6/25/2025,Green pepper flavor - Jiangtuan,7
6/25/2025,Green pepper flavor - Sea bass,7
6/25/2025,Green pepper flavor - Qian fish,11
6/25/2025,Mala flavor - Jiangtuan,19
6/25/2025,Mala flavor - Sea bass,20
6/25/2025,Mala flavor - Qian fish,43
6/26/2025,Chicken knee cartilage,53
6/26/2025,Grilled lamb skewers,71
6/26/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/26/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/26/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/26/2025,Garlic flavor - Jiangtuan,5
6/26/2025,Garlic flavor - Sea bass,5
6/26/2025,Garlic flavor - Qian fish,11
6/26/2025,Pickled mustard greens flavor - Jiangtuan,2
6/26/2025,Pickled mustard greens flavor - Sea bass,3
6/26/2025,Pickled mustard greens flavor - Qian fish,5
6/26/2025,Green pepper flavor - Jiangtuan,5
6/26/2025,Green pepper flavor - Sea bass,5
6/26/2025,Green pepper flavor - Qian fish,7
6/26/2025,Mala flavor - Jiangtuan,22
6/26/2025,Mala flavor - Sea bass,22
6/26/2025,Mala flavor - Qian fish,41
6/27/2025,Chicken knee cartilage,49
6/27/2025,Grilled lamb skewers,106
6/27/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
6/27/2025,Old-jar pickled mustard greens flavor - Sea bass,2
6/27/2025,Old-jar pickled mustard greens flavor - Qian fish,2
6/27/2025,Garlic flavor - Jiangtuan,5
6/27/2025,Garlic flavor - Sea bass,5
6/27/2025,Garlic flavor - Qian fish,9
6/27/2025,Pickled mustard greens flavor - Jiangtuan,2
6/27/2025,Pickled mustard greens flavor - Sea bass,1
6/27/2025,Pickled mustard greens flavor - Qian fish,5
6/27/2025,Green pepper flavor - Jiangtuan,7
6/27/2025,Green pepper flavor - Sea bass,7
