date,dish,sales
2025-05-30,Mala flavor - Qian fish,42.0
2025-05-31,Chicken knee cartilage,71.0
2025-05-31,Grilled lamb skewers,98.0
2025-05-31,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-05-31,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-05-31,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-05-31,Garlic flavor - Jiangtuan,11.0
2025-05-31,Garlic flavor - Sea bass,14.0
2025-05-31,Garlic flavor - Qian fish,44.0
2025-05-31,Pickled mustard greens flavor - Jiangtuan,2.0
2025-05-31,Pickled mustard greens flavor - Sea bass,5.0
2025-05-31,Pickled mustard greens flavor - Qian fish,21.0
2025-05-31,Green pepper flavor - Jiangtuan,6.0
2025-05-31,Green pepper flavor - Sea bass,8.0
2025-05-31,Green pepper flavor - Qian fish,24.0
2025-05-31,Mala flavor - Jiangtuan,29.0
2025-05-31,Mala flavor - Sea bass,31.0
2025-05-31,Mala flavor - Qian fish,47.0
2025-06-01,Chicken knee cartilage,53.0
2025-06-01,Grilled lamb skewers,161.0
2025-06-01,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-01,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-01,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-01,Garlic flavor - Jiangtuan,10.0
2025-06-01,Garlic flavor - Sea bass,11.0
2025-06-01,Garlic flavor - Qian fish,44.0
2025-06-01,Pickled mustard greens flavor - Jiangtuan,3.0
2025-06-01,Pickled mustard greens flavor - Sea bass,5.0
2025-06-01,Pickled mustard greens flavor - Qian fish,26.0
2025-06-01,Green pepper flavor - Jiangtuan,8.0
2025-06-01,Green pepper flavor - Sea bass,10.0
2025-06-01,Green pepper flavor - Qian fish,31.0
2025-06-01,Mala flavor - Jiangtuan,25.0
2025-06-01,Mala flavor - Sea bass,27.0
2025-06-01,Mala flavor - Qian fish,48.0
2025-06-02,Chicken knee cartilage,58.0
2025-06-02,Grilled lamb skewers,84.0
2025-06-02,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-02,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-02,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-02,Garlic flavor - Jiangtuan,8.0
2025-06-02,Garlic flavor - Sea bass,10.0
2025-06-02,Garlic flavor - Qian fish,35.0
2025-06-02,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-02,Pickled mustard greens flavor - Sea bass,4.0
2025-06-02,Pickled mustard greens flavor - Qian fish,19.0
2025-06-02,Green pepper flavor - Jiangtuan,7.0
2025-06-02,Green pepper flavor - Sea bass,9.0
2025-06-02,Green pepper flavor - Qian fish,24.0
2025-06-02,Mala flavor - Jiangtuan,18.0
2025-06-02,Mala flavor - Sea bass,20.0
2025-06-02,Mala flavor - Qian fish,36.0
2025-06-03,Chicken knee cartilage,27.0
2025-06-03,Grilled lamb skewers,47.0
2025-06-03,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-03,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-03,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-03,Garlic flavor - Jiangtuan,4.0
2025-06-03,Garlic flavor - Sea bass,5.0
2025-06-03,Garlic flavor - Qian fish,19.0
2025-06-03,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-03,Pickled mustard greens flavor - Sea bass,2.0
2025-06-03,Pickled mustard greens flavor - Qian fish,10.0
2025-06-03,Green pepper flavor - Jiangtuan,4.0
2025-06-03,Green pepper flavor - Sea bass,5.0
2025-06-03,Green pepper flavor - Qian fish,15.0
2025-06-03,Mala flavor - Jiangtuan,16.0
2025-06-03,Mala flavor - Sea bass,17.0
2025-06-03,Mala flavor - Qian fish,31.0
2025-06-04,Chicken knee cartilage,29.0
2025-06-04,Grilled lamb skewers,47.0
2025-06-04,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-04,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-04,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-04,Garlic flavor - Jiangtuan,3.0
2025-06-04,Garlic flavor - Sea bass,3.0
2025-06-04,Garlic flavor - Qian fish,12.0
2025-06-04,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-04,Pickled mustard greens flavor - Sea bass,1.0
2025-06-04,Pickled mustard greens flavor - Qian fish,12.0
2025-06-04,Green pepper flavor - Jiangtuan,4.0
2025-06-04,Green pepper flavor - Sea bass,4.0
2025-06-04,Green pepper flavor - Qian fish,17.0
2025-06-04,Mala flavor - Jiangtuan,12.0
2025-06-04,Mala flavor - Sea bass,13.0
2025-06-04,Mala flavor - Qian fish,39.0
2025-06-05,Chicken knee cartilage,34.0
2025-06-05,Grilled lamb skewers,26.0
2025-06-05,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-06-05,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-06-05,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-06-05,Garlic flavor - Jiangtuan,3.0
2025-06-05,Garlic flavor - Sea bass,3.0
2025-06-05,Garlic flavor - Qian fish,13.0
2025-06-05,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-05,Pickled mustard greens flavor - Sea bass,2.0
2025-06-05,Pickled mustard greens flavor - Qian fish,11.0
2025-06-05,Green pepper flavor - Jiangtuan,5.0
2025-06-05,Green pepper flavor - Sea bass,6.0
2025-06-05,Green pepper flavor - Qian fish,16.0
2025-06-05,Mala flavor - Jiangtuan,16.0
2025-06-05,Mala flavor - Sea bass,16.0
2025-06-05,Mala flavor - Qian fish,35.0
2025-06-06,Chicken knee cartilage,65.0
2025-06-06,Grilled lamb skewers,63.0
2025-06-06,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-06,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-06,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-06,Garlic flavor - Jiangtuan,5.0
2025-06-06,Garlic flavor - Sea bass,7.0
2025-06-06,Garlic flavor - Qian fish,24.0
2025-06-06,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-06,Pickled mustard greens flavor - Sea bass,4.0
2025-06-06,Pickled mustard greens flavor - Qian fish,14.0
2025-06-06,Green pepper flavor - Jiangtuan,8.0
2025-06-06,Green pepper flavor - Sea bass,10.0
2025-06-06,Green pepper flavor - Qian fish,22.0
2025-06-06,Mala flavor - Jiangtuan,24.0
2025-06-06,Mala flavor - Sea bass,26.0
2025-06-06,Mala flavor - Qian fish,53.0
2025-06-07,Chicken knee cartilage,84.0
2025-06-07,Grilled lamb skewers,74.0
2025-06-07,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-06-07,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-06-07,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-06-07,Garlic flavor - Jiangtuan,9.0
2025-06-07,Garlic flavor - Sea bass,10.0
2025-06-07,Garlic flavor - Qian fish,41.0
2025-06-07,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-07,Pickled mustard greens flavor - Sea bass,4.0
2025-06-07,Pickled mustard greens flavor - Qian fish,18.0
2025-06-07,Green pepper flavor - Jiangtuan,7.0
2025-06-07,Green pepper flavor - Sea bass,8.0
2025-06-07,Green pepper flavor - Qian fish,23.0
2025-06-07,Mala flavor - Jiangtuan,22.0
2025-06-07,Mala flavor - Sea bass,23.0
2025-06-07,Mala flavor - Qian fish,38.0
2025-06-08,Chicken knee cartilage,52.0
2025-06-08,Grilled lamb skewers,39.0
2025-06-08,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-08,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-08,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-08,Garlic flavor - Jiangtuan,9.0
2025-06-08,Garlic flavor - Sea bass,9.0
2025-06-08,Garlic flavor - Qian fish,33.0
2025-06-08,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-08,Pickled mustard greens flavor - Sea bass,2.0
2025-06-08,Pickled mustard greens flavor - Qian fish,17.0
2025-06-08,Green pepper flavor - Jiangtuan,10.0
2025-06-08,Green pepper flavor - Sea bass,9.0
2025-06-08,Green pepper flavor - Qian fish,25.0
2025-06-08,Mala flavor - Jiangtuan,17.0
2025-06-08,Mala flavor - Sea bass,17.0
2025-06-08,Mala flavor - Qian fish,33.0
2025-06-09,Chicken knee cartilage,44.0
2025-06-09,Grilled lamb skewers,38.0
2025-06-09,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-06-09,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-06-09,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-06-09,Garlic flavor - Jiangtuan,3.0
2025-06-09,Garlic flavor - Sea bass,5.0
2025-06-09,Garlic flavor - Qian fish,14.0
2025-06-09,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-09,Pickled mustard greens flavor - Sea bass,2.0
2025-06-09,Pickled mustard greens flavor - Qian fish,11.0
2025-06-09,Green pepper flavor - Jiangtuan,6.0
2025-06-09,Green pepper flavor - Sea bass,7.0
2025-06-09,Green pepper flavor - Qian fish,17.0
2025-06-09,Mala flavor - Jiangtuan,16.0
2025-06-09,Mala flavor - Sea bass,17.0
2025-06-09,Mala flavor - Qian fish,35.0
2025-06-10,Chicken knee cartilage,38.0
2025-06-10,Grilled lamb skewers,41.0
2025-06-10,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-10,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-10,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-10,Garlic flavor - Jiangtuan,2.0
2025-06-10,Garlic flavor - Sea bass,3.0
2025-06-10,Garlic flavor - Qian fish,14.0
2025-06-10,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-10,Pickled mustard greens flavor - Sea bass,2.0
2025-06-10,Pickled mustard greens flavor - Qian fish,13.0
2025-06-10,Green pepper flavor - Jiangtuan,4.0
2025-06-10,Green pepper flavor - Sea bass,5.0
2025-06-10,Green pepper flavor - Qian fish,19.0
2025-06-10,Mala flavor - Jiangtuan,21.0
2025-06-10,Mala flavor - Sea bass,22.0
2025-06-10,Mala flavor - Qian fish,53.0
2025-06-11,Chicken knee cartilage,45.0
2025-06-11,Grilled lamb skewers,91.0
2025-06-11,Garlic flavor - Jiangtuan,2.0
2025-06-11,Garlic flavor - Sea bass,4.0
2025-06-11,Garlic flavor - Qian fish,27.0
2025-06-11,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-11,Pickled mustard greens flavor - Sea bass,4.0
2025-06-11,Pickled mustard greens flavor - Qian fish,16.0
2025-06-11,Green pepper flavor - Jiangtuan,4.0
2025-06-11,Green pepper flavor - Sea bass,6.0
2025-06-11,Green pepper flavor - Qian fish,18.0
2025-06-11,Mala flavor - Jiangtuan,19.0
2025-06-11,Mala flavor - Sea bass,21.0
2025-06-11,Mala flavor - Qian fish,52.0
2025-06-12,Chicken knee cartilage,49.0
2025-06-12,Grilled lamb skewers,66.0
2025-06-12,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-12,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-12,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-12,Garlic flavor - Jiangtuan,6.0
2025-06-12,Garlic flavor - Sea bass,7.0
2025-06-12,Garlic flavor - Qian fish,24.0
2025-06-12,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-12,Pickled mustard greens flavor - Sea bass,3.0
2025-06-12,Pickled mustard greens flavor - Qian fish,17.0
2025-06-12,Green pepper flavor - Jiangtuan,4.0
2025-06-12,Green pepper flavor - Sea bass,6.0
2025-06-12,Green pepper flavor - Qian fish,19.0
2025-06-12,Mala flavor - Jiangtuan,15.0
2025-06-12,Mala flavor - Sea bass,17.0
2025-06-12,Mala flavor - Qian fish,46.0
2025-06-13,Chicken knee cartilage,53.0
2025-06-13,Grilled lamb skewers,79.0
2025-06-13,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-13,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-13,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-13,Garlic flavor - Jiangtuan,7.0
2025-06-13,Garlic flavor - Sea bass,8.0
2025-06-13,Garlic flavor - Qian fish,22.0
2025-06-13,Pickled mustard greens flavor - Jiangtuan,3.0
2025-06-13,Pickled mustard greens flavor - Sea bass,4.0
2025-06-13,Pickled mustard greens flavor - Qian fish,19.0
2025-06-13,Green pepper flavor - Jiangtuan,5.0
2025-06-13,Green pepper flavor - Sea bass,7.0
2025-06-13,Green pepper flavor - Qian fish,24.0
2025-06-13,Mala flavor - Jiangtuan,26.0
2025-06-13,Mala flavor - Sea bass,27.0
2025-06-13,Mala flavor - Qian fish,70.0
2025-06-14,Chicken knee cartilage,68.0
2025-06-14,Grilled lamb skewers,96.0
2025-06-14,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-14,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-14,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-14,Garlic flavor - Jiangtuan,9.0
2025-06-14,Garlic flavor - Sea bass,10.0
2025-06-14,Garlic flavor - Qian fish,40.0
2025-06-14,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-14,Pickled mustard greens flavor - Sea bass,3.0
2025-06-14,Pickled mustard greens flavor - Qian fish,18.0
2025-06-14,Green pepper flavor - Jiangtuan,8.0
2025-06-14,Green pepper flavor - Sea bass,9.0
2025-06-14,Green pepper flavor - Qian fish,24.0
2025-06-14,Mala flavor - Jiangtuan,23.0
2025-06-14,Mala flavor - Sea bass,24.0
2025-06-14,Mala flavor - Qian fish,39.0
2025-06-15,Chicken knee cartilage,81.0
2025-06-15,Grilled lamb skewers,95.0
2025-06-15,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-06-15,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-06-15,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-06-15,Garlic flavor - Jiangtuan,11.0
2025-06-15,Garlic flavor - Sea bass,13.0
2025-06-15,Garlic flavor - Qian fish,49.0
2025-06-15,Pickled mustard greens flavor - Jiangtuan,3.0
2025-06-15,Pickled mustard greens flavor - Sea bass,5.0
2025-06-15,Pickled mustard greens flavor - Qian fish,21.0
2025-06-15,Green pepper flavor - Jiangtuan,8.0
2025-06-15,Green pepper flavor - Sea bass,10.0
2025-06-15,Green pepper flavor - Qian fish,26.0
2025-06-15,Mala flavor - Jiangtuan,32.0
2025-06-15,Mala flavor - Sea bass,34.0
2025-06-15,Mala flavor - Qian fish,50.0
2025-06-16,Chicken knee cartilage,27.0
2025-06-16,Grilled lamb skewers,40.0
2025-06-16,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-16,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-16,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-16,Garlic flavor - Jiangtuan,3.0
2025-06-16,Garlic flavor - Sea bass,4.0
2025-06-16,Garlic flavor - Qian fish,17.0
2025-06-16,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-16,Pickled mustard greens flavor - Sea bass,3.0
2025-06-16,Pickled mustard greens flavor - Qian fish,14.0
2025-06-16,Green pepper flavor - Jiangtuan,7.0
2025-06-16,Green pepper flavor - Sea bass,8.0
2025-06-16,Green pepper flavor - Qian fish,21.0
2025-06-16,Mala flavor - Jiangtuan,18.0
2025-06-16,Mala flavor - Sea bass,19.0
2025-06-16,Mala flavor - Qian fish,35.0
2025-06-17,Chicken knee cartilage,42.0
2025-06-17,Grilled lamb skewers,59.0
2025-06-17,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-06-17,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-06-17,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-06-17,Garlic flavor - Jiangtuan,5.0
2025-06-17,Garlic flavor - Sea bass,6.0
2025-06-17,Garlic flavor - Qian fish,18.0
2025-06-17,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-17,Pickled mustard greens flavor - Sea bass,3.0
2025-06-17,Pickled mustard greens flavor - Qian fish,15.0
2025-06-17,Green pepper flavor - Jiangtuan,6.0
2025-06-17,Green pepper flavor - Sea bass,8.0
2025-06-17,Green pepper flavor - Qian fish,20.0
2025-06-17,Mala flavor - Jiangtuan,20.0
2025-06-17,Mala flavor - Sea bass,21.0
2025-06-17,Mala flavor - Qian fish,44.0
2025-06-18,Chicken knee cartilage,49.0
2025-06-18,Grilled lamb skewers,41.0
2025-06-18,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-18,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-18,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-18,Garlic flavor - Jiangtuan,4.0
2025-06-18,Garlic flavor - Sea bass,5.0
2025-06-18,Garlic flavor - Qian fish,21.0
2025-06-18,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-18,Pickled mustard greens flavor - Sea bass,2.0
2025-06-18,Pickled mustard greens flavor - Qian fish,14.0
2025-06-18,Green pepper flavor - Jiangtuan,4.0
2025-06-18,Green pepper flavor - Sea bass,5.0
2025-06-18,Green pepper flavor - Qian fish,20.0
2025-06-18,Mala flavor - Jiangtuan,22.0
2025-06-18,Mala flavor - Sea bass,23.0
2025-06-18,Mala flavor - Qian fish,67.0
2025-06-19,Chicken knee cartilage,74.0
2025-06-19,Grilled lamb skewers,23.0
2025-06-19,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-06-19,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-06-19,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-06-19,Garlic flavor - Jiangtuan,6.0
2025-06-19,Garlic flavor - Sea bass,7.0
2025-06-19,Garlic flavor - Qian fish,21.0
2025-06-19,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-19,Pickled mustard greens flavor - Sea bass,2.0
2025-06-19,Pickled mustard greens flavor - Qian fish,15.0
2025-06-19,Green pepper flavor - Jiangtuan,5.0
2025-06-19,Green pepper flavor - Sea bass,5.0
2025-06-19,Green pepper flavor - Qian fish,19.0
2025-06-19,Mala flavor - Jiangtuan,23.0
2025-06-19,Mala flavor - Sea bass,24.0
2025-06-19,Mala flavor - Qian fish,56.0
2025-06-20,Chicken knee cartilage,53.0
2025-06-20,Grilled lamb skewers,81.0
2025-06-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-20,Garlic flavor - Jiangtuan,6.0
2025-06-20,Garlic flavor - Sea bass,8.0
2025-06-20,Garlic flavor - Qian fish,30.0
2025-06-20,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-20,Pickled mustard greens flavor - Sea bass,3.0
2025-06-20,Pickled mustard greens flavor - Qian fish,18.0
2025-06-20,Green pepper flavor - Jiangtuan,7.0
2025-06-20,Green pepper flavor - Sea bass,9.0
2025-06-20,Green pepper flavor - Qian fish,29.0
2025-06-20,Mala flavor - Jiangtuan,23.0
2025-06-20,Mala flavor - Sea bass,24.0
2025-06-20,Mala flavor - Qian fish,60.0
2025-06-21,Chicken knee cartilage,65.0
2025-06-21,Grilled lamb skewers,95.0
2025-06-21,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-21,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-21,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-21,Garlic flavor - Jiangtuan,10.0
2025-06-21,Garlic flavor - Sea bass,12.0
2025-06-21,Garlic flavor - Qian fish,45.0
2025-06-21,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-21,Pickled mustard greens flavor - Sea bass,3.0
2025-06-21,Pickled mustard greens flavor - Qian fish,19.0
2025-06-21,Green pepper flavor - Jiangtuan,10.0
2025-06-21,Green pepper flavor - Sea bass,12.0
2025-06-21,Green pepper flavor - Qian fish,28.0
2025-06-21,Mala flavor - Jiangtuan,29.0
2025-06-21,Mala flavor - Sea bass,32.0
2025-06-21,Mala flavor - Qian fish,47.0
2025-06-22,Chicken knee cartilage,34.0
2025-06-22,Grilled lamb skewers,89.0
2025-06-22,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-06-22,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-06-22,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-06-22,Garlic flavor - Jiangtuan,7.0
2025-06-22,Garlic flavor - Sea bass,9.0
2025-06-22,Garlic flavor - Qian fish,48.0
2025-06-22,Pickled mustard greens flavor - Jiangtuan,2.0
2025-06-22,Pickled mustard greens flavor - Sea bass,4.0
2025-06-22,Pickled mustard greens flavor - Qian fish,23.0
2025-06-22,Green pepper flavor - Jiangtuan,9.0
2025-06-22,Green pepper flavor - Sea bass,11.0
2025-06-22,Green pepper flavor - Qian fish,30.0
2025-06-22,Mala flavor - Jiangtuan,28.0
2025-06-22,Mala flavor - Sea bass,30.0
2025-06-22,Mala flavor - Qian fish,49.0
2025-06-23,Chicken knee cartilage,44.0
2025-06-23,Grilled lamb skewers,57.0
2025-06-23,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-06-23,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-06-23,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-06-23,Garlic flavor - Jiangtuan,4.0
2025-06-23,Garlic flavor - Sea bass,5.0
2025-06-23,Garlic flavor - Qian fish,19.0
2025-06-23,Pickled mustard greens flavor - Jiangtuan,1.0
2025-06-23,Pickled mustard greens flavor - Sea bass,3.0
2025-06-23,Pickled mustard greens flavor - Qian fish,12.0
2025-06-23,Green pepper flavor - Jiangtuan,5.0
2025-06-23,Green pepper flavor - Sea bass,6.0
2025-06-23,Green pepper flavor - Qian fish,19.0
2025-06-23,Mala flavor - Jiangtuan,12.0
2025-06-23,Mala flavor - Sea bass,13.0
2025-06-23,Mala flavor - Qian fish,43.0
